2024-08-01T00:00:00.097000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000378341
2025-06-20T21:00:00.016000+00:00 → rate: -0.00000223, annualized: -1.9561%, premium: -0.0005178639
2025-06-20T22:00:00.031000+00:00 → rate: -0.00000900, annualized: -7.8800%, premium: -0.0005719632
2025-06-20T23:00:00.059000+00:00 → rate: -0.00001425, annualized: -12.4853%, premium: -0.0006140208
2025-06-21T00:00:00.049000+00:00 → rate: -0.00001560, annualized: -13.6689%, premium: -0.0006248305
2025-06-21T01:00:00.056000+00:00 → rate: -0.00001634, annualized: -14.3138%, premium: -0.0006307203
2025-06-21T02:00:00.037000+00:00 → rate: -0.00000690, annualized: -6.0402%, premium: -0.0005551618
2025-06-21T03:00:00.106000+00:00 → rate: -0.00001186, annualized: -10.3923%, premium: -0.0005949062
2025-06-21T04:00:00.070000+00:00 → rate: 0.00000719, annualized: 6.2960%, premium: -0.0004425027
2025-06-21T05:00:00.024000+00:00 → rate: -0.00000416, annualized: -3.6453%, premium: -0.0005332902
2025-06-21T06:00:00.014000+00:00 → rate: 0.00000237, annualized: 2.0772%, premium: -0.0004810305
2025-06-21T07:00:00.018000+00:00 → rate: 0.00000174, annualized: 1.5199%, premium: -0.0004861196
2025-06-21T08:00:00.012000+00:00 → rate: -0.00000773, annualized: -6.7677%, premium: -0.0005618055
2025-06-21T09:00:00.057000+00:00 → rate: -0.00000230, annualized: -2.0180%, premium: -0.00051843
2025-06-21T10:00:00.011000+00:00 → rate: -0.00001943, annualized: -17.0188%, premium: -0.0006554227
2025-06-21T11:00:00.021000+00:00 → rate: -0.00000572, annualized: -5.0071%, premium: -0.0005457271
2025-06-21T12:00:00.046000+00:00 → rate: -0.00000124, annualized: -1.0819%, premium: -0.0005098802
2025-06-21T13:00:00.024000+00:00 → rate: -0.00000977, annualized: -8.5618%, premium: -0.0005781896
2025-06-21T14:00:00.060000+00:00 → rate: -0.00001071, annualized: -9.3777%, premium: -0.0005856405
2025-06-21T15:00:00.030000+00:00 → rate: -0.00001062, annualized: -9.3036%, premium: -0.0005849638
2025-06-21T16:00:00.081000+00:00 → rate: -0.00000537, annualized: -4.7043%, premium: -0.0005429615
2025-06-21T17:00:00.045000+00:00 → rate: -0.00000663, annualized: -5.8084%, premium: -0.0005530447
2025-06-21T18:00:00.041000+00:00 → rate: -0.00001126, annualized: -9.8650%, premium: -0.0005900908
2025-06-21T19:00:00.077000+00:00 → rate: -0.00001258, annualized: -11.0159%, premium: -0.0006006015
2025-06-21T20:00:00.044000+00:00 → rate: 0.00000559, annualized: 4.8934%, premium: -0.0004553112
2025-06-21T21:00:00.061000+00:00 → rate: 0.00000990, annualized: 8.6700%, premium: -0.000420822
2025-06-21T22:00:00.046000+00:00 → rate: -0.00003263, annualized: -28.5875%, premium: -0.0007610728
2025-06-21T23:00:00.104000+00:00 → rate: -0.00002498, annualized: -21.8792%, premium: -0.0006998107
2025-06-22T00:00:00.016000+00:00 → rate: -0.00001975, annualized: -17.3051%, premium: -0.0006580372
2025-06-22T01:00:00.040000+00:00 → rate: 0.00000700, annualized: 6.1356%, premium: -0.0004439669
2025-06-22T02:00:00.038000+00:00 → rate: 0.00000515, annualized: 4.5110%, premium: -0.0004588029
2025-06-22T03:00:00.065000+00:00 → rate: -0.00000999, annualized: -8.7533%, premium: -0.0005799394
2025-06-22T04:00:00.100000+00:00 → rate: 0.00000214, annualized: 1.8783%, premium: -0.0004828467
2025-06-22T05:00:00.018000+00:00 → rate: 0.00000189, annualized: 1.6515%, premium: -0.0004849179
2025-06-22T06:00:00.038000+00:00 → rate: 0.00000499, annualized: 4.3702%, premium: -0.0004600893
2025-06-22T07:00:00.067000+00:00 → rate: 0.00000850, annualized: 7.4453%, premium: -0.0004320064
2025-06-22T08:00:00.031000+00:00 → rate: -0.00000136, annualized: -1.1930%, premium: -0.0005108948
2025-06-22T09:00:00.046000+00:00 → rate: 0.00001120, annualized: 9.8129%, premium: -0.0004103846
2025-06-22T10:00:00.050000+00:00 → rate: 0.00000817, annualized: 7.1529%, premium: -0.0004346768
2025-06-22T11:00:00.036000+00:00 → rate: 0.00000604, annualized: 5.2897%, premium: -0.000451692
2025-06-22T12:00:00.031000+00:00 → rate: 0.00000085, annualized: 0.7421%, premium: -0.0004932234
2025-06-22T13:00:00.012000+00:00 → rate: -0.00000706, annualized: -6.1865%, premium: -0.0005564974
2025-06-22T14:00:00.086000+00:00 → rate: -0.00001253, annualized: -10.9802%, premium: -0.0006002762
2025-06-22T15:00:00.065000+00:00 → rate: -0.00000330, annualized: -2.8907%, premium: -0.0005263988
2025-06-22T16:00:00.069000+00:00 → rate: -0.00000811, annualized: -7.1069%, premium: -0.000564903
2025-06-22T17:00:00.040000+00:00 → rate: 0.00000168, annualized: 1.4723%, premium: -0.0004865547
2025-06-22T18:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003954747
2025-06-22T19:00:00.085000+00:00 → rate: 0.00001210, annualized: 10.5953%, premium: -0.0004032393
2025-06-22T20:00:00.054000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003722486
2025-06-22T21:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003832861
2025-06-22T22:00:00.041000+00:00 → rate: 0.00000551, annualized: 4.8269%, premium: -0.0004559183
2025-06-22T23:00:00.044000+00:00 → rate: 0.00000998, annualized: 8.7399%, premium: -0.000420184
2025-06-23T00:00:00.043000+00:00 → rate: 0.00000009, annualized: 0.0831%, premium: -0.0004992406
2025-06-23T01:00:00.037000+00:00 → rate: 0.00000879, annualized: 7.7003%, premium: -0.0004296776
2025-06-23T02:00:00.017000+00:00 → rate: 0.00000668, annualized: 5.8495%, premium: -0.0004465797
2025-06-23T03:00:00.044000+00:00 → rate: 0.00000854, annualized: 7.4785%, premium: -0.0004317033
2025-06-23T04:00:00.049000+00:00 → rate: 0.00000740, annualized: 6.4840%, premium: -0.0004407853
2025-06-23T05:00:00.019000+00:00 → rate: 0.00000482, annualized: 4.2219%, premium: -0.0004614441
2025-06-23T06:00:00.076000+00:00 → rate: 0.00000554, annualized: 4.8505%, premium: -0.0004557028
2025-06-23T07:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003359315
2025-06-23T08:00:00.017000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001896108
2025-06-23T09:00:00.019000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000218707
2025-06-23T10:00:00.046000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003402117
2025-06-23T11:00:00.034000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000392077
2025-06-23T12:00:00.080000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003574038
2025-06-23T13:00:00.012000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003570897
2025-06-23T14:00:00.004000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003022943
2025-06-23T15:00:00.046000+00:00 → rate: -0.00000321, annualized: -2.8140%, premium: -0.0005256985
2025-06-23T16:00:00.038000+00:00 → rate: -0.00002271, annualized: -19.8902%, premium: -0.0006816454
2025-06-23T17:00:00.060000+00:00 → rate: -0.00001667, annualized: -14.6060%, premium: -0.000633388
2025-06-23T18:00:00.057000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003644975
2025-06-23T19:00:00.136000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002356638
2025-06-23T20:00:00.113000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003952382
2025-06-23T21:00:00.002000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003125586
2025-06-23T22:00:00.022000+00:00 → rate: -0.00000677, annualized: -5.9330%, premium: -0.0005541822
2025-06-23T23:00:00.081000+00:00 → rate: 0.00000151, annualized: 1.3265%, premium: -0.0004878853
2025-06-24T00:00:00.086000+00:00 → rate: -0.00000009, annualized: -0.0795%, premium: -0.0005007267
2025-06-24T01:00:00.030000+00:00 → rate: -0.00001783, annualized: -15.6202%, premium: -0.0006426507
2025-06-24T02:00:00.012000+00:00 → rate: -0.00000323, annualized: -2.8275%, premium: -0.0005258216
2025-06-24T03:00:00.058000+00:00 → rate: -0.00000458, annualized: -4.0157%, premium: -0.0005366726
2025-06-24T04:00:00.011000+00:00 → rate: -0.00000514, annualized: -4.5020%, premium: -0.0005411146
2025-06-24T05:00:00.057000+00:00 → rate: -0.00000324, annualized: -2.8424%, premium: -0.0005259573
2025-06-24T06:00:00.021000+00:00 → rate: 0.00000523, annualized: 4.5796%, premium: -0.0004581764
2025-06-24T07:00:00.020000+00:00 → rate: 0.00001023, annualized: 8.9596%, premium: -0.0004181776
2025-06-24T08:00:00.005000+00:00 → rate: 0.00001220, annualized: 10.6905%, premium: -0.0004023696
2025-06-24T09:00:00.035000+00:00 → rate: 0.00000785, annualized: 6.8735%, premium: -0.0004372277
2025-06-24T10:00:00.047000+00:00 → rate: 0.00000150, annualized: 1.3129%, premium: -0.0004880107
2025-06-24T11:00:00.024000+00:00 → rate: 0.00000052, annualized: 0.4572%, premium: -0.0004958247
2025-06-24T12:00:00.039000+00:00 → rate: 0.00000832, annualized: 7.2858%, premium: -0.0004334629
2025-06-24T13:00:00.075000+00:00 → rate: 0.00000902, annualized: 7.9005%, premium: -0.0004278496
2025-06-24T14:00:00+00:00 → rate: -0.00000151, annualized: -1.3186%, premium: -0.0005120425
2025-06-24T15:00:00.070000+00:00 → rate: -0.00000054, annualized: -0.4697%, premium: -0.00050429
2025-06-24T16:00:00.015000+00:00 → rate: -0.00000151, annualized: -1.3207%, premium: -0.0005120604
2025-06-24T17:00:00.052000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000358488
2025-06-24T18:00:00.069000+00:00 → rate: 0.00000986, annualized: 8.6380%, premium: -0.0004211147
2025-06-24T19:00:00.043000+00:00 → rate: -0.00000448, annualized: -3.9259%, premium: -0.0005358524
2025-06-24T20:00:00.020000+00:00 → rate: -0.00000484, annualized: -4.2435%, premium: -0.0005387532
2025-06-24T21:00:00.117000+00:00 → rate: -0.00000621, annualized: -5.4443%, premium: -0.0005497191
2025-06-24T22:00:00.021000+00:00 → rate: -0.00001035, annualized: -9.0697%, premium: -0.000582828
2025-06-24T23:00:00.016000+00:00 → rate: -0.00001560, annualized: -13.6668%, premium: -0.0006248114
2025-06-25T00:00:00.046000+00:00 → rate: -0.00001033, annualized: -9.0520%, premium: -0.0005826668
2025-06-25T01:00:00.024000+00:00 → rate: -0.00000962, annualized: -8.4298%, premium: -0.0005769851
2025-06-25T02:00:00.044000+00:00 → rate: 0.00000130, annualized: 1.1415%, premium: -0.0004895754
2025-06-25T03:00:00.022000+00:00 → rate: -0.00000241, annualized: -2.1110%, premium: -0.0005192784
2025-06-25T04:00:00.021000+00:00 → rate: 0.00000520, annualized: 4.5524%, premium: -0.0004584256
2025-06-25T05:00:00.108000+00:00 → rate: 0.00000110, annualized: 0.9605%, premium: -0.0004912278
2025-06-25T06:00:00.081000+00:00 → rate: -0.00000844, annualized: -7.3924%, premium: -0.0005675105
2025-06-25T07:00:00.014000+00:00 → rate: 0.00000166, annualized: 1.4518%, premium: -0.0004867416
2025-06-25T08:00:00.049000+00:00 → rate: 0.00000239, annualized: 2.0972%, premium: -0.000480847
2025-06-25T09:00:00.056000+00:00 → rate: 0.00000777, annualized: 6.8084%, premium: -0.0004378227
2025-06-25T10:00:00.018000+00:00 → rate: 0.00000551, annualized: 4.8298%, premium: -0.0004558917
2025-06-25T11:00:00.047000+00:00 → rate: -0.00000365, annualized: -3.1977%, premium: -0.0005292025
2025-06-25T12:00:00.014000+00:00 → rate: -0.00001702, annualized: -14.9094%, premium: -0.0006361593
2025-06-25T13:00:00.113000+00:00 → rate: -0.00000470, annualized: -4.1204%, premium: -0.0005376285
2025-06-25T14:00:00.133000+00:00 → rate: 0.00000170, annualized: 1.4867%, premium: -0.0004864223
2025-06-25T15:00:00.058000+00:00 → rate: -0.00001013, annualized: -8.8724%, premium: -0.000581026
2025-06-25T16:00:00.058000+00:00 → rate: -0.00000982, annualized: -8.6014%, premium: -0.0005785509
2025-06-25T17:00:00.041000+00:00 → rate: -0.00001237, annualized: -10.8328%, premium: -0.0005989294
2025-06-25T18:00:00.042000+00:00 → rate: -0.00000577, annualized: -5.0510%, premium: -0.0005461283
2025-06-25T19:00:00.007000+00:00 → rate: -0.00001306, annualized: -11.4374%, premium: -0.000604451
2025-06-25T20:00:00.067000+00:00 → rate: -0.00000462, annualized: -4.0434%, premium: -0.0005369259
2025-06-25T21:00:00.026000+00:00 → rate: -0.00000372, annualized: -3.2603%, premium: -0.0005297747
2025-06-25T22:00:00.007000+00:00 → rate: -0.00001009, annualized: -8.8388%, premium: -0.0005807192
2025-06-25T23:00:00.042000+00:00 → rate: -0.00000293, annualized: -2.5658%, premium: -0.0005234322
2025-06-26T00:00:00.101000+00:00 → rate: -0.00001760, annualized: -15.4202%, premium: -0.0006408244
2025-06-26T01:00:00.002000+00:00 → rate: -0.00001193, annualized: -10.4545%, premium: -0.0005954752
2025-06-26T02:00:00.017000+00:00 → rate: -0.00001825, annualized: -15.9831%, premium: -0.0006459639
2025-06-26T03:00:00.038000+00:00 → rate: -0.00001553, annualized: -13.6070%, premium: -0.000624265
2025-06-26T04:00:00.069000+00:00 → rate: 0.00000227, annualized: 1.9868%, premium: -0.0004818558
2025-06-26T05:00:00.068000+00:00 → rate: 0.00000557, annualized: 4.8754%, premium: -0.0004554756
2025-06-26T06:00:00.042000+00:00 → rate: 0.00000514, annualized: 4.5052%, premium: -0.0004588571
2025-06-26T07:00:00.020000+00:00 → rate: 0.00000297, annualized: 2.6041%, premium: -0.0004762183
2025-06-26T08:00:00.086000+00:00 → rate: 0.00000194, annualized: 1.6980%, premium: -0.0004844931
2025-06-26T09:00:00.030000+00:00 → rate: -0.00001696, annualized: -14.8539%, premium: -0.0006356517
2025-06-26T10:00:00.107000+00:00 → rate: -0.00001353, annualized: -11.8526%, premium: -0.0006082435
2025-06-26T11:00:00.055000+00:00 → rate: -0.00000700, annualized: -6.1308%, premium: -0.0005559886
2025-06-26T12:00:00.037000+00:00 → rate: -0.00002394, annualized: -20.9723%, premium: -0.0006915279
2025-06-26T13:00:00.035000+00:00 → rate: -0.00001287, annualized: -11.2742%, premium: -0.0006029612
2025-06-26T14:00:00.041000+00:00 → rate: 0.00000398, annualized: 3.4832%, premium: -0.0004681902
2025-06-26T15:00:00.057000+00:00 → rate: 0.00001002, annualized: 8.7745%, premium: -0.0004198679
2025-06-26T16:00:00.035000+00:00 → rate: 0.00000830, annualized: 7.2684%, premium: -0.0004336219
2025-06-26T17:00:00.006000+00:00 → rate: 0.00000340, annualized: 2.9783%, premium: -0.0004728007
2025-06-26T18:00:00.019000+00:00 → rate: -0.00000305, annualized: -2.6747%, premium: -0.0005244264
2025-06-26T19:00:00.032000+00:00 → rate: -0.00000597, annualized: -5.2315%, premium: -0.0005477762
2025-06-26T20:00:00.060000+00:00 → rate: 0.00000792, annualized: 6.9414%, premium: -0.0004366081
2025-06-26T21:00:00.003000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003669636
2025-06-26T22:00:00.030000+00:00 → rate: 0.00000502, annualized: 4.3957%, premium: -0.0004598571
2025-06-26T23:00:00.100000+00:00 → rate: 0.00000344, annualized: 3.0143%, premium: -0.0004724722
2025-06-27T00:00:00.045000+00:00 → rate: 0.00000073, annualized: 0.6386%, premium: -0.0004941682
2025-06-27T01:00:00.051000+00:00 → rate: 0.00000530, annualized: 4.6402%, premium: -0.0004576241
2025-06-27T02:00:00.002000+00:00 → rate: 0.00000465, annualized: 4.0737%, premium: -0.0004627976
2025-06-27T03:00:00.058000+00:00 → rate: 0.00000737, annualized: 6.4529%, premium: -0.0004410694
2025-06-27T04:00:00.075000+00:00 → rate: -0.00000632, annualized: -5.5397%, premium: -0.0005505908
2025-06-27T05:00:00.053000+00:00 → rate: -0.00000312, annualized: -2.7343%, premium: -0.0005249706
2025-06-27T06:00:00.022000+00:00 → rate: 0.00000141, annualized: 1.2346%, premium: -0.0004887252
2025-06-27T07:00:00.039000+00:00 → rate: 0.00000608, annualized: 5.3229%, premium: -0.0004513888
2025-06-27T08:00:00.094000+00:00 → rate: 0.00000236, annualized: 2.0709%, premium: -0.0004810883
2025-06-27T09:00:00.074000+00:00 → rate: -0.00000283, annualized: -2.4766%, premium: -0.0005226177
2025-06-27T10:00:00.062000+00:00 → rate: -0.00000184, annualized: -1.6094%, premium: -0.0005146979
2025-06-27T11:00:00.077000+00:00 → rate: -0.00000976, annualized: -8.5521%, premium: -0.0005781014
2025-06-27T12:00:00.089000+00:00 → rate: -0.00002349, annualized: -20.5772%, premium: -0.0006879194
2025-06-27T13:00:00.012000+00:00 → rate: 0.00000186, annualized: 1.6257%, premium: -0.0004851535
2025-06-27T14:00:00.134000+00:00 → rate: 0.00000979, annualized: 8.5771%, premium: -0.0004216701
2025-06-27T15:00:00.057000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003706056
2025-06-27T16:00:00.002000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003726631
2025-06-27T17:00:00.040000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003886517
2025-06-27T18:00:00.028000+00:00 → rate: 0.00001185, annualized: 10.3801%, premium: -0.0004052045
2025-06-27T19:00:00.055000+00:00 → rate: 0.00001110, annualized: 9.7268%, premium: -0.0004111706
2025-06-27T20:00:00.010000+00:00 → rate: 0.00001183, annualized: 10.3658%, premium: -0.0004053356
2025-06-27T21:00:00.128000+00:00 → rate: 0.00000851, annualized: 7.4549%, premium: -0.0004319184
2025-06-27T22:00:00.049000+00:00 → rate: 0.00000334, annualized: 2.9219%, premium: -0.000473316
2025-06-27T23:00:00.026000+00:00 → rate: 0.00000867, annualized: 7.5945%, premium: -0.0004306439
2025-06-28T00:00:00.061000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003902824
2025-06-28T01:00:00.002000+00:00 → rate: 0.00001186, annualized: 10.3852%, premium: -0.0004051582
2025-06-28T02:00:00.050000+00:00 → rate: 0.00000750, annualized: 6.5708%, premium: -0.0004399926
2025-06-28T03:00:00.018000+00:00 → rate: 0.00000443, annualized: 3.8820%, premium: -0.0004645479
2025-06-28T04:00:00.012000+00:00 → rate: -0.00000160, annualized: -1.3998%, premium: -0.000512783
2025-06-28T05:00:00.027000+00:00 → rate: -0.00000966, annualized: -8.4588%, premium: -0.0005772494
2025-06-28T06:00:00.009000+00:00 → rate: 0.00000144, annualized: 1.2598%, premium: -0.0004884954
2025-06-28T07:00:00.061000+00:00 → rate: 0.00000848, annualized: 7.4287%, premium: -0.0004321588
2025-06-28T08:00:00.029000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003983675
2025-06-28T09:00:00.080000+00:00 → rate: 0.00001049, annualized: 9.1863%, premium: -0.0004161068
2025-06-28T10:00:00.063000+00:00 → rate: 0.00001141, annualized: 9.9988%, premium: -0.0004086862
2025-06-28T11:00:00.015000+00:00 → rate: 0.00000456, annualized: 3.9946%, premium: -0.0004635198
2025-06-28T12:00:00.033000+00:00 → rate: -0.00000366, annualized: -3.2084%, premium: -0.0005293009
2025-06-28T13:00:00.035000+00:00 → rate: 0.00000327, annualized: 2.8649%, premium: -0.0004738364
2025-06-28T14:00:00.069000+00:00 → rate: 0.00001025, annualized: 8.9747%, premium: -0.0004180394
2025-06-28T15:00:00.038000+00:00 → rate: 0.00001101, annualized: 9.6457%, premium: -0.0004119109
2025-06-28T16:00:00.129000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003544086
2025-06-28T17:00:00.012000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002747357
2025-06-28T18:00:00.074000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002076954
2025-06-28T19:00:00.062000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002693043
2025-06-28T20:00:00.031000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001714844
2025-06-28T21:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002874027
2025-06-28T22:00:00.098000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003016657
2025-06-28T23:00:00.026000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002456833
2025-06-29T00:00:00.019000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001932249
2025-06-29T01:00:00.121000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002282175
2025-06-29T02:00:00.018000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001689193
2025-06-29T03:00:00.058000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001827741
2025-06-29T04:00:00.046000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001496343
2025-06-29T05:00:00.092000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002066212
2025-06-29T06:00:00.009000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000240136
2025-06-29T07:00:00.042000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002522159
2025-06-29T08:00:00.036000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002361182
2025-06-29T09:00:00.036000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001864165
2025-06-29T10:00:00.076000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001817984
2025-06-29T11:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002186275
2025-06-29T12:00:00.033000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001822025
2025-06-29T13:00:00.061000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001733473
2025-06-29T14:00:00.001000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001503149
2025-06-29T15:00:00.052000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000088366
2025-06-29T16:00:00.060000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001369829
2025-06-29T17:00:00.066000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001534061
2025-06-29T18:00:00.047000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002174575
2025-06-29T19:00:00.122000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001667506
2025-06-29T20:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001506103
2025-06-29T21:00:00.068000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001928674
2025-06-29T22:00:00.016000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001794979
2025-06-29T23:00:00.017000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000608413
2025-06-30T00:00:00.062000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001328272
2025-06-30T01:00:00.028000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000122946
2025-06-30T02:00:00.062000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001462042
2025-06-30T03:00:00.034000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001330913
2025-06-30T04:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002397982
2025-06-30T05:00:00.040000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001570374
2025-06-30T06:00:00.058000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001450031
2025-06-30T07:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001317045
2025-06-30T08:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001080809
2025-06-30T09:00:00.077000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001270232
2025-06-30T10:00:00.008000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001011848
2025-06-30T11:00:00.026000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001315105
2025-06-30T12:00:00.051000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001236392
2025-06-30T13:00:00.038000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001423929
2025-06-30T14:00:00.068000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001403716
2025-06-30T15:00:00.010000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000187596
2025-06-30T16:00:00.014000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000578994
2025-06-30T17:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000581818
2025-06-30T18:00:00.047000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000317332
2025-06-30T19:00:00.009000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000345678
2025-06-30T20:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001050873
2025-06-30T21:00:00.106000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000789229
2025-06-30T22:00:00.037000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000610388
2025-06-30T23:00:00.013000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001147754
2025-07-01T00:00:00+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000100593
2025-07-01T01:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002377795
2025-07-01T02:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001817403
2025-07-01T03:00:00.038000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001951141
2025-07-01T04:00:00.012000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001884981
2025-07-01T05:00:00.014000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001599255
2025-07-01T06:00:00.028000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002475916
2025-07-01T07:00:00.012000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003448148
2025-07-01T08:00:00.025000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000301213
2025-07-01T09:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002541535
2025-07-01T10:00:00.005000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002204645
2025-07-01T11:00:00.022000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.00020097
2025-07-01T12:00:00.037000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002923506
2025-07-01T13:00:00.023000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002984031
2025-07-01T14:00:00.059000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002931459
2025-07-01T15:00:00.051000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002759808
2025-07-01T16:00:00.065000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002885253
2025-07-01T17:00:00.091000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003387938
2025-07-01T18:00:00.012000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003581823
2025-07-01T19:00:00.051000+00:00 → rate: 0.00000888, annualized: 7.7817%, premium: -0.0004289348
